Origin,Dest,AVG_Time,AVG_Distance,Count,O_lat,O_long,D_lat,D_long
PIE,BLV,115.5,841.0,22,27.911,-82.687,38.545,-89.835
PIE,CHA,73.7058823529412,513.0,17,27.911,-82.687,35.035,-85.204
PIE,CLE,122.0,932.0,17,27.911,-82.687,41.412,-81.85
PIE,CVG,107.180327868852,776.0,61,27.911,-82.687,39.046,-84.662
PIE,DAY,113.052631578947,831.0,19,27.911,-82.687,39.902,-84.219
PIE,DSM,154.681818181818,1126.0,22,27.911,-82.687,41.534,-93.663
PIE,GRR,137.558139534884,1044.0,43,27.911,-82.687,42.881,-85.523
PIE,IAG,135.0,1069.0,20,27.911,-82.687,43.107,-78.946
PIE,IND,115.19298245614,840.0,57,27.911,-82.687,39.717,-86.294
PIE,LCK,111.8,821.0,25,27.911,-82.687,39.814,-82.928
PIE,MCI,148.0625,1045.0,16,27.911,-82.687,39.297,-94.714
PIE,MDT,116.8,912.0,20,27.911,-82.687,40.193,-76.763
PIE,MEM,100.1875,653.0,16,27.911,-82.687,35.042,-89.977
PIE,MKE,142.588235294118,1077.0,17,27.911,-82.687,42.947,-87.896
PIE,MSY,78.25,481.0,16,27.911,-82.687,29.993,-90.258
PIE,OGS,139.733333333333,1224.0,15,27.911,-82.687,44.682,-75.466
PIE,OMA,165.5,1188.0,16,27.911,-82.687,41.302,-95.894
PIE,ORF,94.6,726.0,15,27.911,-82.687,36.894,-76.201
PIE,PBG,154.736842105263,1262.0,19,27.911,-82.687,44.651,-73.468
PIE,PIT,114.076923076923,878.0,26,27.911,-82.687,40.491,-80.233
PIE,PVD,138.875,1145.0,16,27.911,-82.687,41.724,-71.428
PIE,RDU,82.6875,595.0,16,27.911,-82.687,35.877,-78.787
PIE,RIC,94.8235294117647,731.0,17,27.911,-82.687,37.505,-77.319
PIE,SWF,138.466666666667,1055.0,15,27.911,-82.687,41.504,-74.105
PIE,SYR,137.227272727273,1111.0,22,27.911,-82.687,43.111,-76.106
PIE,TTN,120.0,964.0,1,27.911,-82.687,40.277,-74.813
PIE,TYS,78.1851851851852,550.0,27,27.911,-82.687,35.812,-83.993
PIE,YNG,134.0,927.0,1,27.911,-82.687,41.261,-80.679
PIT,ATL,83.2749490835031,526.0,491,40.491,-80.233,33.64,-84.427
PIT,AUS,177.647058823529,1210.0,17,40.491,-80.233,30.194,-97.67
PIT,BNA,76.9464285714286,462.0,56,40.491,-80.233,36.124,-86.678
PIT,BOS,69.6641791044776,496.0,402,40.491,-80.233,42.364,-71.005
PIT,BWI,44.2621951219512,210.0,164,40.491,-80.233,39.175,-76.668
PIT,CLT,65.3533333333333,366.0,450,40.491,-80.233,35.214,-80.943
PIT,DAL,157.035087719298,1060.0,57,40.491,-80.233,32.847,-96.852
PIT,DCA,41.9764705882353,204.0,170,40.491,-80.233,38.852,-77.037
PIT,DEN,189.316770186335,1290.0,161,40.491,-80.233,39.858,-104.667
PIT,DFW,163.883495145631,1067.0,206,40.491,-80.233,32.896,-97.037
PIT,DTW,42.5892857142857,201.0,224,40.491,-80.233,42.212,-83.353
PIT,EWR,58.3176795580111,319.0,362,40.491,-80.233,40.692,-74.169
PIT,FLL,138.176100628931,994.0,159,40.491,-80.233,26.072,-80.153
PIT,HOU,173.714285714286,1131.0,56,40.491,-80.233,29.645,-95.279
PIT,IAD,37.2311111111111,182.0,225,40.491,-80.233,38.944,-77.456
PIT,IAH,171.780769230769,1117.0,260,40.491,-80.233,29.98,-95.34
PIT,JAX,99.0,694.0,18,40.491,-80.233,30.494,-81.688
PIT,JFK,62.5095238095238,340.0,210,40.491,-80.233,40.64,-73.779
PIT,LAS,264.725,1910.0,120,40.491,-80.233,36.08,-115.152
PIT,LAX,298.432692307692,2136.0,104,40.491,-80.233,33.942,-118.408
PIT,LGA,57.1589285714286,335.0,560,40.491,-80.233,40.777,-73.872
PIT,MCO,115.075235109718,834.0,319,40.491,-80.233,28.429,-81.316
PIT,MDW,67.6589861751152,402.0,217,40.491,-80.233,41.786,-87.752
PIT,MIA,145.245614035088,1013.0,171,40.491,-80.233,25.793,-80.291
PIT,MSP,113.966216216216,726.0,148,40.491,-80.233,44.88,-93.217
PIT,MSY,138.28,918.0,25,40.491,-80.233,29.993,-90.258
PIT,ORD,71.2125506072875,413.0,494,40.491,-80.233,41.979,-87.904
PIT,PHL,49.1358024691358,268.0,324,40.491,-80.233,39.872,-75.241
PIT,PHX,261.429447852761,1814.0,163,40.491,-80.233,33.434,-112.008
PIT,PIE,120.576923076923,878.0,26,40.491,-80.233,27.911,-82.687
PIT,RSW,134.015151515152,966.0,132,40.491,-80.233,26.536,-81.755
PIT,SAV,86.75,579.0,4,40.491,-80.233,32.127,-81.202
PIT,SFB,112.555555555556,809.0,18,40.491,-80.233,0,0
PIT,SFO,297.571428571429,2254.0,7,40.491,-80.233,37.619,-122.375
PIT,STL,88.1578947368421,554.0,57,40.491,-80.233,38.748,-90.36
PIT,TPA,121.892857142857,873.0,168,40.491,-80.233,27.975,-82.533
PNS,ATL,44.1675824175824,271.0,364,30.473,-87.187,33.64,-84.427
PNS,BNA,60.4363636363636,391.0,110,30.473,-87.187,36.124,-86.678
PNS,CLT,70.3895348837209,488.0,172,30.473,-87.187,35.214,-80.943
PNS,DCA,105.321428571429,816.0,56,30.473,-87.187,38.852,-77.037
PNS,DFW,97.5616438356164,604.0,219,30.473,-87.187,32.896,-97.037
PNS,HOU,82.1607142857143,488.0,56,30.473,-87.187,29.645,-95.279
PNS,IAH,86.828431372549,489.0,204,30.473,-87.187,29.98,-95.34
PNS,MIA,80.9151515151515,530.0,165,30.473,-87.187,25.793,-80.291
PNS,ORD,123.210526315789,794.0,19,30.473,-87.187,41.979,-87.904
PSP,BLI,154.48275862069,1078.0,29,33.829,-116.507,48.792,-122.537
PSP,DEN,99.3863636363636,776.0,220,33.829,-116.507,39.858,-104.667
PSP,DFW,138.035294117647,1126.0,170,33.829,-116.507,32.896,-97.037
PSP,IAH,156.745454545455,1269.0,110,33.829,-116.507,29.98,-95.34
PSP,JFK,270.206349206349,2378.0,63,33.829,-116.507,40.64,-73.779
PSP,LAX,26.3157894736842,110.0,57,33.829,-116.507,33.942,-118.408
PSP,MSP,174.035714285714,1454.0,56,33.829,-116.507,44.88,-93.217
PSP,ORD,200.217741935484,1651.0,124,33.829,-116.507,41.979,-87.904
PSP,PDX,129.058823529412,873.0,68,33.829,-116.507,45.589,-122.597
PSP,PHX,47.4601449275362,261.0,276,33.829,-116.507,33.434,-112.008
PSP,SEA,148.987878787879,987.0,165,33.829,-116.507,47.449,-122.309
PSP,SFO,71.3208791208791,421.0,455,33.829,-116.507,37.619,-122.375
PSP,SLC,80.672,541.0,125,33.829,-116.507,40.788,-111.978
PUB,DEN,30.7291666666667,109.0,96,38.289,-104.496,39.858,-104.667
PVD,ATL,142.302816901408,903.0,142,41.724,-71.428,33.64,-84.427
PVD,BWI,62.0703363914373,327.0,327,41.724,-71.428,39.175,-76.668
PVD,CLT,114.481651376147,683.0,218,41.724,-71.428,35.214,-80.943
PVD,CVG,119.625,722.0,16,41.724,-71.428,39.046,-84.662
PVD,DCA,75.062015503876,356.0,258,41.724,-71.428,38.852,-77.037
PVD,DTW,105.152777777778,615.0,144,41.724,-71.428,42.212,-83.353
PVD,EWR,48.261744966443,160.0,149,41.724,-71.428,40.692,-74.169
PVD,FLL,173.71511627907,1188.0,172,41.724,-71.428,26.072,-80.153
PVD,IAD,73.75,371.0,4,41.724,-71.428,38.944,-77.456
PVD,MCO,158.540935672515,1072.0,342,41.724,-71.428,28.429,-81.316
PVD,MDW,134.261261261261,842.0,111,41.724,-71.428,41.786,-87.752
PVD,MIA,177.574074074074,1209.0,54,41.724,-71.428,25.793,-80.291
PVD,MSP,181.0,1117.0,1,41.724,-71.428,44.88,-93.217
PVD,MSY,201.0,1326.0,22,41.724,-71.428,29.993,-90.258
PVD,ORD,140.95,849.0,140,41.724,-71.428,41.979,-87.904
PVD,PHL,59.0783582089552,237.0,268,41.724,-71.428,39.872,-75.241
PVD,PIE,176.625,1145.0,16,41.724,-71.428,27.911,-82.687
PVD,RSW,186.444444444444,1200.0,45,41.724,-71.428,26.536,-81.755
PVD,TPA,173.222222222222,1136.0,99,41.724,-71.428,27.975,-82.533
PWM,ATL,154.708333333333,1027.0,48,43.646,-70.309,33.64,-84.427
PWM,BWI,78.4478527607362,452.0,163,43.646,-70.309,39.175,-76.668
PWM,CLT,128.688679245283,813.0,106,43.646,-70.309,35.214,-80.943
PWM,DCA,91.8507462686567,482.0,201,43.646,-70.309,38.852,-77.037
PWM,DTW,106.164383561644,668.0,73,43.646,-70.309,42.212,-83.353
PWM,EWR,67.1788079470199,284.0,151,43.646,-70.309,40.692,-74.169
PWM,JFK,55.7295081967213,273.0,244,43.646,-70.309,40.64,-73.779
PWM,LGA,60.6413793103448,269.0,145,43.646,-70.309,40.777,-73.872
PWM,ORD,146.153846153846,900.0,52,43.646,-70.309,41.979,-87.904
PWM,PHL,78.0367647058823,364.0,136,43.646,-70.309,39.872,-75.241
RDU,ATL,62.1299734748011,356.0,754,35.877,-78.787,33.64,-84.427
RDU,AUS,174.206896551724,1162.0,58,35.877,-78.787,30.194,-97.67
RDU,BDL,67.0,532.0,1,35.877,-78.787,41.939,-72.683
RDU,BNA,74.9444444444444,442.0,198,35.877,-78.787,36.124,-86.678
RDU,BOS,86.4974747474748,612.0,396,35.877,-78.787,42.364,-71.005
RDU,BWI,43.5681818181818,255.0,352,35.877,-78.787,39.175,-76.668
RDU,CLE,67.3953488372093,416.0,43,35.877,-78.787,41.412,-81.85
RDU,CLT,37.0371991247265,130.0,457,35.877,-78.787,35.214,-80.943
RDU,CMH,57.8,362.0,40,35.877,-78.787,39.998,-82.892
RDU,CVG,71.0659340659341,390.0,91,35.877,-78.787,39.046,-84.662
RDU,DAL,159.484375,1052.0,64,35.877,-78.787,32.847,-96.852
RDU,DCA,42.5550458715596,227.0,218,35.877,-78.787,38.852,-77.037
RDU,DEN,216.296511627907,1436.0,172,35.877,-78.787,39.858,-104.667
RDU,DFW,163.207885304659,1061.0,279,35.877,-78.787,32.896,-97.037
RDU,DTW,81.9926470588235,501.0,136,35.877,-78.787,42.212,-83.353
RDU,EWR,65.4516129032258,416.0,434,35.877,-78.787,40.692,-74.169
RDU,FLL,103.784753363229,680.0,223,35.877,-78.787,26.072,-80.153
RDU,HOU,157.425925925926,1050.0,54,35.877,-78.787,29.645,-95.279
RDU,IAD,41.0504587155963,224.0,218,35.877,-78.787,38.944,-77.456
RDU,IAH,159.932098765432,1042.0,162,35.877,-78.787,29.98,-95.34
RDU,IND,80.2368421052632,489.0,38,35.877,-78.787,39.717,-86.294
RDU,JFK,65.7430555555556,427.0,432,35.877,-78.787,40.64,-73.779
RDU,LAS,284.217391304348,2026.0,115,35.877,-78.787,36.08,-115.152
RDU,LAX,310.666666666667,2239.0,96,35.877,-78.787,33.942,-118.408
RDU,LGA,65.0625,431.0,672,35.877,-78.787,40.777,-73.872
RDU,MCO,81.3404255319149,534.0,329,35.877,-78.787,28.429,-81.316
RDU,MDW,99.4468085106383,632.0,141,35.877,-78.787,41.786,-87.752
RDU,MIA,104.166666666667,700.0,168,35.877,-78.787,25.793,-80.291
RDU,MSP,147.533333333333,980.0,135,35.877,-78.787,44.88,-93.217
RDU,MSY,117.137931034483,779.0,29,35.877,-78.787,29.993,-90.258
RDU,ORD,106.293159609121,646.0,307,35.877,-78.787,41.979,-87.904
RDU,PHL,58.5857843137255,337.0,408,35.877,-78.787,39.872,-75.241
RDU,PHX,272.428571428571,1891.0,7,35.877,-78.787,33.434,-112.008
RDU,PIE,91.25,595.0,16,35.877,-78.787,27.911,-82.687
RDU,SEA,334.09009009009,2354.0,111,35.877,-78.787,47.449,-122.309
RDU,SFB,79.0588235294118,510.0,17,35.877,-78.787,0,0
RDU,SFO,333.456,2400.0,125,35.877,-78.787,37.619,-122.375
RDU,SLC,261.387755102041,1823.0,49,35.877,-78.787,40.788,-111.978
RDU,STL,110.75,667.0,64,35.877,-78.787,38.748,-90.36
RDU,TPA,89.9948453608247,587.0,194,35.877,-78.787,27.975,-82.533
RIC,ATL,80.3083475298126,481.0,587,37.505,-77.319,33.64,-84.427
RIC,BOS,69.8006644518272,474.0,301,37.505,-77.319,42.364,-71.005
RIC,CLT,54.0858369098712,257.0,466,37.505,-77.319,35.214,-80.943
RIC,DEN,231.350877192982,1482.0,57,37.505,-77.319,39.858,-104.667
RIC,DFW,177.176991150442,1158.0,113,37.505,-77.319,32.896,-97.037
RIC,DTW,82.1474358974359,456.0,156,37.505,-77.319,42.212,-83.353
RIC,EWR,50.2054054054054,277.0,185,37.505,-77.319,40.692,-74.169
RIC,FLL,120.577981651376,805.0,109,37.505,-77.319,26.072,-80.153
RIC,IAD,26.6666666666667,100.0,12,37.505,-77.319,38.944,-77.456
RIC,IAH,182.25,1157.0,56,37.505,-77.319,29.98,-95.34
RIC,JFK,51.2158273381295,288.0,139,37.505,-77.319,40.64,-73.779
RIC,LGA,50.0824468085106,292.0,376,37.505,-77.319,40.777,-73.872
RIC,MCO,101.928571428571,667.0,112,37.505,-77.319,28.429,-81.316
RIC,MIA,123.017857142857,825.0,56,37.505,-77.319,25.793,-80.291
RIC,MSP,148.377777777778,970.0,45,37.505,-77.319,44.88,-93.217
RIC,ORD,105.471337579618,642.0,314,37.505,-77.319,41.979,-87.904
RIC,PHL,41.0821917808219,198.0,73,37.505,-77.319,39.872,-75.241
RIC,PIE,113.411764705882,731.0,17,37.505,-77.319,27.911,-82.687
RIC,SFB,100.625,643.0,16,37.505,-77.319,0,0
RNO,ATL,219.545454545455,1993.0,11,39.498,-119.768,33.64,-84.427
RNO,BOI,57.5,335.0,8,39.498,-119.768,43.564,-116.223
RNO,DAL,151.8,1356.0,15,39.498,-119.768,32.847,-96.852
RNO,DEN,102.829596412556,804.0,223,39.498,-119.768,39.858,-104.667
RNO,DFW,159.743119266055,1345.0,109,39.498,-119.768,32.896,-97.037
RNO,IAH,190.892857142857,1530.0,28,39.498,-119.768,29.98,-95.34
RNO,JFK,269.589743589744,2411.0,39,39.498,-119.768,40.64,-73.779
RNO,LAS,53.3468208092486,345.0,519,39.498,-119.768,36.08,-115.152
RNO,LAX,64.4119850187266,391.0,267,39.498,-119.768,33.942,-118.408
RNO,LGB,63.8676470588235,402.0,68,39.498,-119.768,33.818,-118.151
RNO,MSP,180.333333333333,1405.0,3,39.498,-119.768,44.88,-93.217
RNO,OAK,37.4049079754601,181.0,163,39.498,-119.768,37.721,-122.221
RNO,ORD,195.92,1671.0,50,39.498,-119.768,41.979,-87.904
RNO,PDX,74.9038461538462,444.0,52,39.498,-119.768,45.589,-122.597
RNO,PHX,84.2682926829268,601.0,287,39.498,-119.768,33.434,-112.008
RNO,SAN,70.5350877192982,488.0,114,39.498,-119.768,32.733,-117.189
RNO,SEA,94.6859504132231,564.0,121,39.498,-119.768,47.449,-122.309
RNO,SFO,48.4380530973451,192.0,226,39.498,-119.768,37.619,-122.375
RNO,SJC,43.37,188.0,100,39.498,-119.768,37.362,-121.929
RNO,SLC,62.0473933649289,422.0,211,39.498,-119.768,40.788,-111.978
ROC,ATL,114.041095890411,749.0,146,43.119,-77.672,33.64,-84.427
ROC,BWI,51.8647058823529,277.0,170,43.119,-77.672,39.175,-76.668
ROC,CLT,96.3850931677019,573.0,161,43.119,-77.672,35.214,-80.943
ROC,DCA,59.1730769230769,296.0,52,43.119,-77.672,38.852,-77.037
ROC,DTW,57.525,296.0,200,43.119,-77.672,42.212,-83.353
ROC,EWR,49.6904761904762,246.0,126,43.119,-77.672,40.692,-74.169
ROC,IAD,52.125,288.0,8,43.119,-77.672,38.944,-77.456
ROC,JFK,53.2053571428571,264.0,336,43.119,-77.672,40.64,-73.779
ROC,LGA,48.9430051813472,254.0,193,43.119,-77.672,40.777,-73.872
ROC,MCO,143.59649122807,1033.0,57,43.119,-77.672,28.429,-81.316
ROC,MSP,120.888888888889,783.0,45,43.119,-77.672,44.88,-93.217
ROC,ORD,90.1893004115226,528.0,243,43.119,-77.672,41.979,-87.904
ROC,PHL,58.9896907216495,257.0,97,43.119,-77.672,39.872,-75.241
ROC,RSW,166.0,1166.0,2,43.119,-77.672,26.536,-81.755
ROC,SFB,140.375,1009.0,16,43.119,-77.672,0,0
ROC,TPA,151.785714285714,1079.0,56,43.119,-77.672,27.975,-82.533
ROW,DFW,66.3986013986014,435.0,143,33.301,-104.531,32.896,-97.037
ROW,PHX,78.6363636363636,433.0,55,33.301,-104.531,33.434,-112.008
RSW,ACY,122.189189189189,982.0,111,26.536,-81.755,39.458,-74.577
RSW,ALB,149.285714285714,1205.0,7,26.536,-81.755,42.748,-73.803
RSW,ATL,79.2121212121212,515.0,561,26.536,-81.755,33.64,-84.427
RSW,BDL,145.255434782609,1180.0,184,26.536,-81.755,41.939,-72.683
RSW,BNA,101.365384615385,722.0,52,26.536,-81.755,36.124,-86.678
RSW,BOS,156.679316888046,1249.0,527,26.536,-81.755,42.364,-71.005
RSW,BUF,143.883720930233,1144.0,43,26.536,-81.755,42.94,-78.732
RSW,BWI,116.791666666667,919.0,336,26.536,-81.755,39.175,-76.668
RSW,CLE,132.597315436242,1025.0,149,26.536,-81.755,41.412,-81.85
RSW,CLT,87.3851132686084,600.0,309,26.536,-81.755,35.214,-80.943
RSW,CMH,122.278481012658,930.0,158,26.536,-81.755,39.998,-82.892
RSW,COS,222.541666666667,1575.0,24,26.536,-81.755,38.806,-104.7
RSW,CVG,119.575221238938,879.0,113,26.536,-81.755,39.046,-84.662
RSW,DCA,116.535714285714,892.0,252,26.536,-81.755,38.852,-77.037
RSW,DEN,223.545454545455,1607.0,110,26.536,-81.755,39.858,-104.667
RSW,DFW,149.262195121951,1017.0,164,26.536,-81.755,32.896,-97.037
RSW,DTW,144.094696969697,1084.0,528,26.536,-81.755,42.212,-83.353
RSW,EWR,138.370757180157,1068.0,383,26.536,-81.755,40.692,-74.169
RSW,GRR,147.853333333333,1147.0,75,26.536,-81.755,42.881,-85.523
RSW,HPN,146.396226415094,1102.0,53,26.536,-81.755,41.067,-73.707
RSW,IAH,129.44,861.0,100,26.536,-81.755,29.98,-95.34
RSW,IND,127.0,945.0,197,26.536,-81.755,39.717,-86.294
RSW,ISP,135.690909090909,1101.0,55,26.536,-81.755,40.795,-73.1
RSW,JFK,135.658634538153,1074.0,249,26.536,-81.755,40.64,-73.779
RSW,LGA,138.625,1080.0,184,26.536,-81.755,40.777,-73.872
RSW,MCI,161.253521126761,1155.0,71,26.536,-81.755,39.297,-94.714
RSW,MDW,148.100558659218,1105.0,179,26.536,-81.755,41.786,-87.752
RSW,MIA,26.0,104.0,9,26.536,-81.755,25.793,-80.291
RSW,MKE,157.083333333333,1183.0,168,26.536,-81.755,42.947,-87.896
RSW,MSP,191.349834983498,1416.0,303,26.536,-81.755,44.88,-93.217
RSW,OMA,168.125,1299.0,16,26.536,-81.755,41.302,-95.894
RSW,ORD,155.193158953722,1120.0,497,26.536,-81.755,41.979,-87.904
RSW,PHL,134.040892193309,993.0,269,26.536,-81.755,39.872,-75.241
RSW,PIT,124.187969924812,966.0,133,26.536,-81.755,40.491,-80.233
RSW,PVD,147.086956521739,1200.0,46,26.536,-81.755,41.724,-71.428
RSW,ROC,140.5,1166.0,2,26.536,-81.755,43.119,-77.672
RSW,STL,135.041095890411,979.0,146,26.536,-81.755,38.748,-90.36
RSW,TTN,122.0,1028.0,39,26.536,-81.755,40.277,-74.813
SAF,DFW,74.1656804733728,551.0,169,35.617,-106.088,32.896,-97.037
SAF,PHX,62.2456140350877,370.0,57,35.617,-106.088,33.434,-112.008
SAN,ABQ,79.2380952380952,628.0,105,32.733,-117.189,0,0
SAN,ABQ,79.2380952380952,628.0,105,32.733,-117.189,35.04,-106.609
SAN,ATL,216.151898734177,1892.0,316,32.733,-117.189,33.64,-84.427
SAN,AUS,140.685863874346,1164.0,191,32.733,-117.189,30.194,-97.67
SAN,BLI,154.352941176471,1142.0,17,32.733,-117.189,48.792,-122.537
SAN,BNA,198.982142857143,1751.0,56,32.733,-117.189,36.124,-86.678
SAN,BOI,110.769911504425,749.0,113,32.733,-117.189,43.564,-116.223
SAN,BOS,287.493670886076,2588.0,158,32.733,-117.189,42.364,-71.005
SAN,BWI,259.431111111111,2295.0,225,32.733,-117.189,39.175,-76.668
SAN,CLT,236.487804878049,2077.0,164,32.733,-117.189,35.214,-80.943
SAN,COS,108.666666666667,816.0,24,32.733,-117.189,38.806,-104.7
SAN,DAL,146.657303370787,1182.0,178,32.733,-117.189,32.847,-96.852
SAN,DEN,109.558260869565,853.0,575,32.733,-117.189,39.858,-104.667
SAN,DFW,144.127705627706,1171.0,462,32.733,-117.189,32.896,-97.037
SAN,DTW,226.445544554455,1956.0,101,32.733,-117.189,42.212,-83.353
SAN,ELP,79.0,636.0,1,32.733,-117.189,31.807,-106.378
SAN,EWR,276.120192307692,2425.0,208,32.733,-117.189,40.692,-74.169
SAN,FAT,51.15,314.0,80,32.733,-117.189,36.776,-119.718
SAN,FLL,254.266666666667,2269.0,45,32.733,-117.189,26.072,-80.153
SAN,HNL,344.115044247788,2614.0,113,32.733,-117.189,21.316,-157.927
SAN,HOU,158.840707964602,1313.0,113,32.733,-117.189,29.645,-95.279
SAN,IAD,250.900900900901,2253.0,111,32.733,-117.189,38.944,-77.456
SAN,IAH,158.222570532915,1303.0,319,32.733,-117.189,29.98,-95.34
SAN,JFK,280.200657894737,2446.0,304,32.733,-117.189,40.64,-73.779
SAN,KOA,333.583333333333,2556.0,24,32.733,-117.189,19.739,-156.046
SAN,LAS,50.9655581947743,258.0,842,32.733,-117.189,36.08,-115.152
SAN,LAX,27.1366711772666,109.0,739,32.733,-117.189,33.942,-118.408
SAN,LIH,336.25,2676.0,24,32.733,-117.189,21.976,-159.339
SAN,MCI,159.981366459627,1334.0,161,32.733,-117.189,39.297,-94.714
SAN,MCO,245.872483221477,2149.0,149,32.733,-117.189,28.429,-81.316
SAN,MDW,201.475308641975,1728.0,162,32.733,-117.189,41.786,-87.752
SAN,MIA,253.009523809524,2267.0,105,32.733,-117.189,25.793,-80.291
SAN,MSP,182.938271604938,1532.0,162,32.733,-117.189,44.88,-93.217
SAN,MSY,182.910714285714,1599.0,56,32.733,-117.189,29.993,-90.258
SAN,OAK,66.2559414990859,446.0,547,32.733,-117.189,37.721,-122.221
SAN,OGG,335.071428571429,2541.0,56,32.733,-117.189,20.899,-156.431
SAN,OMA,169.368421052632,1313.0,57,32.733,-117.189,41.302,-95.894
SAN,ORD,206.056097560976,1723.0,410,32.733,-117.189,41.979,-87.904
SAN,PDX,131.466666666667,933.0,315,32.733,-117.189,45.589,-122.597
SAN,PHL,269.776119402985,2370.0,67,32.733,-117.189,39.872,-75.241
SAN,PHX,53.2930622009569,304.0,836,32.733,-117.189,33.434,-112.008
SAN,RNO,71.5877192982456,488.0,114,32.733,-117.189,39.498,-119.768
SAN,SAT,134.548148148148,1129.0,135,32.733,-117.189,29.534,-98.47
SAN,SEA,150.764434180139,1050.0,433,32.733,-117.189,47.449,-122.309
SAN,SFO,68.6926444833625,447.0,1142,32.733,-117.189,37.619,-122.375
SAN,SJC,63.2066326530612,417.0,784,32.733,-117.189,37.362,-121.929
SAN,SLC,87.8653846153846,626.0,416,32.733,-117.189,40.788,-111.978
SAN,SMF,73.6447721179625,480.0,746,32.733,-117.189,38.695,-121.591
SAN,STL,182.068322981366,1557.0,161,32.733,-117.189,38.748,-90.36
SAN,TPA,239.76,2087.0,50,32.733,-117.189,27.975,-82.533
SAN,TUS,52.9724770642202,368.0,109,32.733,-117.189,32.116,-110.941
SAT,ATL,108.261410788382,874.0,482,29.534,-98.47,33.64,-84.427
SAT,BNA,102.854166666667,822.0,96,29.534,-98.47,36.124,-86.678
SAT,BWI,165.38,1407.0,100,29.534,-98.47,39.175,-76.668
SAT,CLT,133.941747572816,1095.0,206,29.534,-98.47,35.214,-80.943
SAT,DAL,44.9154135338346,248.0,532,29.534,-98.47,32.847,-96.852
SAT,DEN,112.925311203319,794.0,241,29.534,-98.47,39.858,-104.667
SAT,DFW,44.1975524475524,247.0,572,29.534,-98.47,32.896,-97.037
SAT,DTW,149.415841584158,1214.0,101,29.534,-98.47,42.212,-83.353
SAT,ELP,73.6842105263158,496.0,114,29.534,-98.47,31.807,-106.378
SAT,EWR,188.183673469388,1569.0,49,29.534,-98.47,40.692,-74.169
SAT,HOU,35.6749116607774,192.0,283,29.534,-98.47,29.645,-95.279
SAT,IAD,161.514084507042,1362.0,142,29.534,-98.47,38.944,-77.456
SAT,IAH,38.0166270783848,191.0,421,29.534,-98.47,29.98,-95.34
SAT,JFK,190.462962962963,1587.0,54,29.534,-98.47,40.64,-73.779
SAT,LAS,151.622641509434,1069.0,265,29.534,-98.47,36.08,-115.152
SAT,LAX,176.348837209302,1211.0,172,29.534,-98.47,33.942,-118.408
SAT,MCI,92.3571428571429,706.0,56,29.534,-98.47,39.297,-94.714
SAT,MCO,125.734375,1041.0,64,29.534,-98.47,28.429,-81.316
SAT,MDW,130.29,1036.0,100,29.534,-98.47,41.786,-87.752
SAT,MIA,136.581818181818,1143.0,55,29.534,-98.47,25.793,-80.291
SAT,MSP,140.49,1097.0,100,29.534,-98.47,44.88,-93.217
SAT,MSY,63.4186046511628,494.0,86,29.534,-98.47,29.993,-90.258
SAT,ONT,161.0,1166.0,30,29.534,-98.47,34.056,-117.601
SAT,ORD,137.332191780822,1041.0,292,29.534,-98.47,41.979,-87.904
SAT,PHL,183.25,1496.0,12,29.534,-98.47,39.872,-75.241
SAT,PHX,127.710997442455,843.0,391,29.534,-98.47,33.434,-112.008
SAT,SAN,158.492647058824,1129.0,136,29.534,-98.47,32.733,-117.189
SAT,SEA,245.0,1774.0,55,29.534,-98.47,47.449,-122.309
SAT,SFB,126.0,1042.0,5,29.534,-98.47,0,0
SAT,SFO,217.339285714286,1482.0,56,29.534,-98.47,37.619,-122.375
SAT,SLC,150.247422680412,1087.0,97,29.534,-98.47,40.788,-111.978
SAT,STL,101.432692307692,786.0,104,29.534,-98.47,38.748,-90.36
SAT,TPA,117.875,972.0,56,29.534,-98.47,27.975,-82.533
SAV,ATL,42.1670480549199,214.0,437,32.127,-81.202,33.64,-84.427
SAV,BOS,114.290322580645,901.0,62,32.127,-81.202,42.364,-71.005
SAV,BWI,73.5,549.0,4,32.127,-81.202,39.175,-76.668
SAV,CLE,91.75,641.0,4,32.127,-81.202,41.412,-81.85
SAV,CLT,46.4479418886199,213.0,413,32.127,-81.202,35.214,-80.943
SAV,CVG,76.6666666666667,515.0,6,32.127,-81.202,39.046,-84.662
SAV,DCA,77.9183673469388,519.0,49,32.127,-81.202,38.852,-77.037
SAV,DFW,143.344827586207,925.0,116,32.127,-81.202,32.896,-97.037
SAV,EWR,95.6794871794872,708.0,78,32.127,-81.202,40.692,-74.169
SAV,IAD,72.140350877193,515.0,57,32.127,-81.202,38.944,-77.456
SAV,IAH,134.409090909091,851.0,66,32.127,-81.202,29.98,-95.34
SAV,IND,88.75,596.0,4,32.127,-81.202,39.717,-86.294
SAV,JFK,94.6,718.0,200,32.127,-81.202,40.64,-73.779
SAV,LCK,75.25,539.0,4,32.127,-81.202,39.814,-82.928
SAV,LGA,94.6263736263736,722.0,91,32.127,-81.202,40.777,-73.872
SAV,ORD,122.0,773.0,11,32.127,-81.202,41.979,-87.904
SAV,PHL,91.4642857142857,629.0,28,32.127,-81.202,39.872,-75.241
SAV,PIT,81.5,579.0,4,32.127,-81.202,40.491,-80.233
SCC,BRW,36.5871559633027,204.0,109,70.195,-148.465,71.285,-156.766
SCK,LAS,53.8888888888889,359.0,72,37.894,-121.239,36.08,-115.152
